439,426,32.128199,118.884527,31.98685306530,118.79108460000
439,426,32.128199,118.884527,31.98685306530,118.79108460000
440,130,32.129035,118.883592,32.07571906530,118.73574126000
440,130,32.129035,118.883592,32.07571906530,118.73574126000
441,62,32.125341,118.87901,32.02654018530,118.77052824000
441,62,32.125341,118.87901,32.02654018530,118.77052824000
444,54,32.1271,118.889027,32.06376679530,118.77939522000
444,180,32.1271,118.889027,32.10869394020,118.77783498000
444,178,32.1271,118.889027,32.04246523470,118.79553060000
444,319,32.1271,118.889027,32.08418635520,118.81748304000
444,337,32.1271,118.889027,32.04583910990,118.81810728000
444,381,32.1271,118.889027,32.02760299510,118.83945222000
444,386,32.1271,118.889027,31.98408831040,118.80277290000
444,305,32.1271,118.889027,32.10960091500,118.77407154000
444,501,32.1271,118.889027,32.09197689030,118.74728340000
444,569,32.1271,118.889027,32.11833734500,118.81299659600
444,486,32.1271,118.889027,32.05801115970,118.79116200000
444,518,32.1271,118.889027,32.04378058460,118.77160392000
444,554,32.1271,118.889027,32.03612779520,118.78954452000
